,loss,accuracy
0,0.6685631275177002,0.7987499833106995
1,0.1268547773361206,0.9665625095367432
2,0.04771518334746361,0.9865624809265137
3,0.02933327667415142,0.9920375238418579
4,0.018700001761317253,0.9920624785423279
